timestamp,task,example_id,strategy,model_name,final_answer,gold_answer,correct,parse_method,parse_success,latency_seconds,total_prompt_tokens,total_completion_tokens,model_calls,energy_joules,avg_cpu_percent,hardware_type,error
2026-08-10T02:09:51.071109+00:00,gsm8k,gsm8k_0,greedy_cot,qwen2.5:3b,100,100,True,lenient,True,11.4424,119,233,1,,7.0,cpu,
2026-08-10T02:10:06.245725+00:00,gsm8k,gsm8k_1,greedy_cot,qwen2.5:3b,30,30,True,fallback,True,15.1612,128,332,1,,4.9,cpu,
2026-08-10T02:10:22.761354+00:00,gsm8k,gsm8k_2,greedy_cot,qwen2.5:3b,2,623,False,lenient,True,16.5022,98,368,1,,5.1,cpu,
2026-08-10T02:10:37.974904+00:00,gsm8k,gsm8k_3,greedy_cot,qwen2.5:3b,4,36,False,lenient,True,15.2004,141,334,1,,5.2,cpu,
2026-08-10T02:11:02.606152+00:00,gsm8k,gsm8k_4,greedy_cot,qwen2.5:3b,10,10,True,lenient,True,24.6178,142,573,1,,4.8,cpu,
2026-08-10T02:11:15.216423+00:00,gsm8k,gsm8k_5,greedy_cot,qwen2.5:3b,6,12,False,lenient,True,12.5961,110,263,1,,4.8,cpu,
2026-08-10T02:11:30.562220+00:00,gsm8k,gsm8k_6,greedy_cot,qwen2.5:3b,8500,"14,000",False,lenient,True,15.3322,145,337,1,,4.7,cpu,
2026-08-10T02:11:42.074284+00:00,gsm8k,gsm8k_7,greedy_cot,qwen2.5:3b,125,3000,False,lenient,True,11.4984,124,234,1,,4.7,cpu,
2026-08-10T02:12:05.727459+00:00,gsm8k,gsm8k_8,greedy_cot,qwen2.5:3b,6,540,False,lenient,True,23.6392,154,547,1,,6.5,cpu,
2026-08-10T02:12:13.210569+00:00,gsm8k,gsm8k_9,greedy_cot,qwen2.5:3b,5,5,True,lenient,True,7.4689,110,126,1,,4.2,cpu,
2026-08-10T03:00:50.691882+00:00,strategyqa,strategyqa_0,greedy_cot,qwen2.5:3b,no,no,True,fallback,True,14.1357,80,307,1,,4.5,cpu,
2026-08-10T03:01:08.888126+00:00,strategyqa,strategyqa_1,greedy_cot,qwen2.5:3b,no,yes,False,lenient,True,18.1817,81,415,1,,4.4,cpu,
2026-08-10T03:01:24.641299+00:00,strategyqa,strategyqa_2,greedy_cot,qwen2.5:3b,no,no,True,fallback,True,15.7382,80,350,1,,7.2,cpu,
2026-08-10T03:01:33.364856+00:00,strategyqa,strategyqa_3,greedy_cot,qwen2.5:3b,yes,yes,True,fallback,True,8.7085,88,162,1,,4.8,cpu,
2026-08-10T03:01:45.842775+00:00,strategyqa,strategyqa_4,greedy_cot,qwen2.5:3b,yes,yes,True,fallback,True,12.4624,79,263,1,,5.5,cpu,
2026-08-10T03:02:04.749980+00:00,strategyqa,strategyqa_5,greedy_cot,qwen2.5:3b,no,no,True,lenient,True,18.892,81,433,1,,7.5,cpu,
2026-08-10T03:02:22.362792+00:00,strategyqa,strategyqa_6,greedy_cot,qwen2.5:3b,no,no,True,fallback,True,17.5973,78,400,1,,4.8,cpu,
2026-08-10T03:02:31.544980+00:00,strategyqa,strategyqa_7,greedy_cot,qwen2.5:3b,no,yes,False,lenient,True,9.1658,76,175,1,,4.5,cpu,
2026-08-10T03:02:42.652379+00:00,strategyqa,strategyqa_8,greedy_cot,qwen2.5:3b,no,no,True,fallback,True,11.0915,84,226,1,,4.5,cpu,
2026-08-10T03:03:00.172120+00:00,strategyqa,strategyqa_9,greedy_cot,qwen2.5:3b,B,yes,False,lenient,True,17.5039,88,396,1,,4.5,cpu,
2026-08-10T03:48:39.011590+00:00,game24,game24_0,greedy_cot,qwen2.5:3b,(9 + 13),24,False,lenient,True,14.6971,99,320,1,,7.9,cpu,
2026-08-10T03:48:56.916375+00:00,game24,game24_1,greedy_cot,qwen2.5:3b,,24,False,fallback,False,17.8879,97,408,1,,19.0,cpu,
2026-08-10T03:49:13.032734+00:00,game24,game24_2,greedy_cot,qwen2.5:3b,6 * 4,24,True,strict,True,16.0987,97,361,1,,4.3,cpu,
2026-08-10T03:49:37.226974+00:00,game24,game24_3,greedy_cot,qwen2.5:3b,10,24,False,lenient,True,24.1772,98,568,1,,4.5,cpu,
2026-08-10T03:50:02.591140+00:00,game24,game24_4,greedy_cot,qwen2.5:3b,4,24,False,lenient,True,25.3478,97,600,1,,11.5,cpu,
2026-08-10T03:50:35.015255+00:00,game24,game24_5,greedy_cot,qwen2.5:3b,(5 - 1),24,False,lenient,True,32.4063,97,781,1,,21.6,cpu,
2026-08-10T03:51:12.004683+00:00,game24,game24_6,greedy_cot,qwen2.5:3b,3 + 3,24,False,lenient,True,36.9709,97,896,1,,13.5,cpu,
2026-08-10T03:51:34.861453+00:00,game24,game24_7,greedy_cot,qwen2.5:3b,(9 - 2) * 7 / 8,24,False,lenient,True,22.8284,97,536,1,,11.6,cpu,
2026-08-10T03:52:00.230522+00:00,game24,game24_8,greedy_cot,qwen2.5:3b,49 - 25,24,True,strict,True,25.3511,97,601,1,,9.2,cpu,
2026-08-10T03:52:11.426294+00:00,game24,game24_9,greedy_cot,qwen2.5:3b,,24,False,fallback,False,11.1769,97,230,1,,17.3,cpu,
