timestamp,task,example_id,strategy,model_name,final_answer,gold_answer,correct,parse_method,parse_success,latency_seconds,total_prompt_tokens,total_completion_tokens,model_calls,energy_joules,avg_cpu_percent,hardware_type,error
2026-08-10T02:40:19.896565+00:00,gsm8k,gsm8k_0,tree_of_thought,qwen2.5:3b,300,100,False,lenient,True,87.0678,3347,1546,8,,3.8499999999999996,cpu,
2026-08-10T02:42:09.822288+00:00,gsm8k,gsm8k_1,tree_of_thought,qwen2.5:3b,30,30,True,strict,True,109.9163,3890,2065,8,,4.775,cpu,
2026-08-10T02:44:01.560085+00:00,gsm8k,gsm8k_2,tree_of_thought,qwen2.5:3b,623,623,True,strict,True,111.7284,3787,2111,8,,4.575,cpu,
2026-08-10T02:46:38.556614+00:00,gsm8k,gsm8k_3,tree_of_thought,qwen2.5:3b,4,36,False,lenient,True,156.9866,5405,3044,8,,6.225,cpu,
2026-08-10T02:49:25.472360+00:00,gsm8k,gsm8k_4,tree_of_thought,qwen2.5:3b,10,10,True,strict,True,166.9045,5946,3246,8,,5.275000000000001,cpu,
2026-08-10T02:51:10.275132+00:00,gsm8k,gsm8k_5,tree_of_thought,qwen2.5:3b,6,12,False,lenient,True,104.7912,3803,1942,8,,4.725,cpu,
2026-08-10T02:53:17.963699+00:00,gsm8k,gsm8k_6,tree_of_thought,qwen2.5:3b,14000,"14,000",True,strict,True,127.6785,5174,2393,8,,4.9125,cpu,
2026-08-10T02:55:00.052324+00:00,gsm8k,gsm8k_7,tree_of_thought,qwen2.5:3b,125,3000,False,lenient,True,102.0779,3716,1883,8,,4.95,cpu,
2026-08-10T02:58:25.155726+00:00,gsm8k,gsm8k_8,tree_of_thought,qwen2.5:3b,6,540,False,lenient,True,205.0928,7432,3997,8,,5.1,cpu,
2026-08-10T03:00:05.280946+00:00,gsm8k,gsm8k_9,tree_of_thought,qwen2.5:3b,5,5,True,strict,True,100.1137,3700,1815,8,,7.0,cpu,
2026-08-10T03:28:38.258464+00:00,strategyqa,strategyqa_0,tree_of_thought,qwen2.5:3b,A,no,False,fallback,True,97.353,3357,1797,8,,4.075,cpu,
2026-08-10T03:30:42.691811+00:00,strategyqa,strategyqa_1,tree_of_thought,qwen2.5:3b,yes,yes,True,fallback,True,124.4229,4384,2366,8,,3.85,cpu,
2026-08-10T03:33:26.521974+00:00,strategyqa,strategyqa_2,tree_of_thought,qwen2.5:3b,yes,no,False,strict,True,163.8183,5317,3222,8,,6.9625,cpu,
2026-08-10T03:35:11.903883+00:00,strategyqa,strategyqa_3,tree_of_thought,qwen2.5:3b,yes,yes,True,strict,True,105.3699,3574,1974,8,,8.6875,cpu,
2026-08-10T03:36:50.754106+00:00,strategyqa,strategyqa_4,tree_of_thought,qwen2.5:3b,yes,yes,True,strict,True,98.839,3529,1812,8,,10.700000000000001,cpu,
2026-08-10T03:38:35.428371+00:00,strategyqa,strategyqa_5,tree_of_thought,qwen2.5:3b,no,no,True,strict,True,104.6636,3736,1939,8,,7.824999999999999,cpu,
2026-08-10T03:40:31.426331+00:00,strategyqa,strategyqa_6,tree_of_thought,qwen2.5:3b,yes,no,False,fallback,True,115.9852,3988,2194,8,,8.175,cpu,
2026-08-10T03:42:16.208677+00:00,strategyqa,strategyqa_7,tree_of_thought,qwen2.5:3b,no,yes,False,strict,True,104.7701,3650,1945,8,,11.3875,cpu,
2026-08-10T03:44:08.350957+00:00,strategyqa,strategyqa_8,tree_of_thought,qwen2.5:3b,no,no,True,strict,True,112.1301,3864,2095,8,,6.675,cpu,
2026-08-10T03:46:22.496927+00:00,strategyqa,strategyqa_9,tree_of_thought,qwen2.5:3b,A,yes,False,fallback,True,134.1329,4687,2583,8,,4.275,cpu,
2026-08-10T04:39:07.692990+00:00,game24,game24_0,tree_of_thought,qwen2.5:3b,9 - 4 + 26 - 1,24,False,lenient,True,222.5678,6978,4469,8,,7.2,cpu,
2026-08-10T04:42:16.588851+00:00,game24,game24_1,tree_of_thought,qwen2.5:3b,22 + 2,24,True,strict,True,188.8817,6134,3747,8,,8.65,cpu,
2026-08-10T04:45:03.054260+00:00,game24,game24_2,tree_of_thought,qwen2.5:3b,22 + 1,24,False,lenient,True,166.453,5410,3285,8,,7.987500000000001,cpu,
2026-08-10T04:48:23.450810+00:00,game24,game24_3,tree_of_thought,qwen2.5:3b,3,24,False,lenient,True,200.3832,6625,3988,8,,7.65,cpu,
2026-08-10T04:51:22.494593+00:00,game24,game24_4,tree_of_thought,qwen2.5:3b,4,24,False,lenient,True,179.0307,5916,3505,8,,8.362499999999999,cpu,
2026-08-10T04:54:01.094627+00:00,game24,game24_5,tree_of_thought,qwen2.5:3b,8,24,False,lenient,True,158.5866,6445,3050,8,,8.037499999999998,cpu,
2026-08-10T04:57:37.307293+00:00,game24,game24_6,tree_of_thought,qwen2.5:3b,+ (8 - 4),24,False,lenient,True,216.1988,6992,4289,8,,6.0625,cpu,
2026-08-10T05:01:22.845304+00:00,game24,game24_7,tree_of_thought,qwen2.5:3b,16 + 8,24,True,strict,True,225.5233,7284,4495,8,,4.8125,cpu,
2026-08-10T05:05:32.522328+00:00,game24,game24_8,tree_of_thought,qwen2.5:3b,(7 / 1),24,False,lenient,True,249.6625,7734,5007,8,,4.5249999999999995,cpu,
2026-08-10T05:08:11.790192+00:00,game24,game24_9,tree_of_thought,qwen2.5:3b,4,24,False,lenient,True,159.2534,5632,3113,8,,4.4750000000000005,cpu,
